Customer_id,Product_id,Product_category,Payment_type,Device_Type,Event_date
CUST-199051,Prod_198051,Books,Visa Card,Desktop,Addtocart,17-05-2024
CUST-199052,Prod_198052,Furniture,Paypal,Desktop,Purchase,26-07-2022
CUST-199053,Prod_198053,Hardware,Visa Card,Mobile,Purchase,03-01-2023
CUST-199054,Prod_198054,Hardware,Momo,Desktop,Addtocart,15-12-2024
CUST-199055,Prod_198055,Clothes,Momo,Mobile,Addtocart,13-02-2021
CUST-199056,Prod_198056,Hardware,Paypal,Mobile,Addtocart,13-07-2021
CUST-199057,Prod_198057,Electronics,Paypal,Mobile,Purchase,21-10-2024
CUST-199058,Prod_198058,Books,Paypal,Mobile,Addtocart,27-06-2023
CUST-199059,Prod_198059,Clothes,Paypal,Mobile,Addtocart,27-05-2022
CUST-199060,Prod_198060,Furniture,Paypal,Mobile,Purchase,27-04-2022
CUST-199061,Prod_198061,Electronics,Visa Card,Mobile,Addtocart,31-10-2021
CUST-199062,Prod_198062,Clothes,Paypal,Desktop,Purchase,27-03-2022
CUST-199063,Prod_198063,Books,Paypal,Mobile,Addtocart,05-06-2020
CUST-199064,Prod_198064,Furniture,Visa Card,Desktop,Purchase,19-12-2020
CUST-199065,Prod_198065,Hardware,Visa Card,Desktop,Purchase,25-07-2022
CUST-199066,Prod_198066,Clothes,Visa Card,Desktop,Purchase,27-01-2025
CUST-199067,Prod_198067,Beauty,Paypal,Desktop,Addtocart,01-11-2020
CUST-199068,Prod_198068,Hardware,Visa Card,Desktop,Purchase,12-09-2021
CUST-199069,Prod_198069,Electronics,Paypal,Desktop,Purchase,17-02-2022
CUST-199070,Prod_198070,Beauty,Paypal,Mobile,Purchase,09-08-2022
CUST-199071,Prod_198071,Books,Momo,Mobile,Addtocart,23-06-2024
CUST-199072,Prod_198072,Hardware,Paypal,Desktop,Addtocart,26-11-2022
CUST-199073,Prod_198073,Accessories,Visa Card,Desktop,Addtocart,24-04-2024
CUST-199074,Prod_198074,Hardware,Momo,Mobile,Purchase,17-03-2021
CUST-199075,Prod_198075,Electronics,Paypal,Mobile,Purchase,02-08-2022
CUST-199076,Prod_198076,Clothes,Momo,Mobile,Purchase,08-11-2022
CUST-199077,Prod_198077,Beauty,Paypal,Desktop,Purchase,14-03-2025
CUST-199078,Prod_198078,Clothes,Momo,Mobile,Addtocart,27-06-2022
CUST-199079,Prod_198079,Electronics,Paypal,Mobile,Purchase,27-12-2023
CUST-199080,Prod_198080,Clothes,Visa Card,Desktop,Purchase,29-12-2024
CUST-199081,Prod_198081,Furniture,Momo,Desktop,Addtocart,21-12-2023
CUST-199082,Prod_198082,Clothes,Visa Card,Mobile,Addtocart,11-08-2023
CUST-199083,Prod_198083,Beauty,Momo,Mobile,Addtocart,04-04-2023
CUST-199084,Prod_198084,Beauty,Visa Card,Mobile,Purchase,25-04-2022
CUST-199085,Prod_198085,Clothes,Paypal,Desktop,Purchase,23-02-2020
CUST-199086,Prod_198086,Electronics,Momo,Mobile,Addtocart,18-05-2022
CUST-199087,Prod_198087,Books,Momo,Desktop,Purchase,19-03-2022
CUST-199088,Prod_198088,Furniture,Momo,Desktop,Addtocart,27-10-2021
CUST-199089,Prod_198089,Clothes,Momo,Mobile,Purchase,28-07-2023
CUST-199090,Prod_198090,Clothes,Momo,Desktop,Purchase,02-02-2022
CUST-199091,Prod_198091,Clothes,Momo,Mobile,Addtocart,02-12-2022
CUST-199092,Prod_198092,Accessories,Paypal,Desktop,Purchase,09-01-2022
CUST-199093,Prod_198093,Books,Momo,Mobile,Purchase,28-12-2024
CUST-199094,Prod_198094,Clothes,Paypal,Desktop,Addtocart,29-05-2022
CUST-199095,Prod_198095,Furniture,Visa Card,Mobile,Addtocart,26-04-2022
CUST-199096,Prod_198096,Books,Visa Card,Mobile,Purchase,09-04-2022
CUST-199097,Prod_198097,Accessories,Visa Card,Desktop,Purchase,19-04-2023
CUST-199098,Prod_198098,Furniture,Visa Card,Mobile,Purchase,15-12-2023
CUST-199099,Prod_198099,Beauty,Visa Card,Mobile,Purchase,29-04-2020
CUST-199100,Prod_198100,Hardware,Momo,Mobile,Addtocart,03-04-2021
CUST-199101,Prod_198101,Beauty,Paypal,Mobile,Addtocart,06-08-2024
CUST-199102,Prod_198102,Accessories,Visa Card,Desktop,Purchase,09-08-2023
CUST-199103,Prod_198103,Hardware,Paypal,Desktop,Addtocart,14-11-2024
CUST-199104,Prod_198104,Clothes,Paypal,Mobile,Purchase,19-01-2020
CUST-199105,Prod_198105,Electronics,Momo,Mobile,Purchase,20-06-2024
CUST-199106,Prod_198106,Beauty,Momo,Mobile,Addtocart,15-11-2020
CUST-199107,Prod_198107,Books,Visa Card,Mobile,Addtocart,20-01-2022
CUST-199108,Prod_198108,Accessories,Visa Card,Mobile,Addtocart,16-06-2023
CUST-199109,Prod_198109,Hardware,Visa Card,Desktop,Addtocart,06-12-2023
CUST-199110,Prod_198110,Books,Paypal,Desktop,Purchase,15-12-2022
CUST-199111,Prod_198111,Electronics,Momo,Mobile,Purchase,22-10-2021
CUST-199112,Prod_198112,Furniture,Momo,Desktop,Purchase,16-04-2021
CUST-199113,Prod_198113,Beauty,Visa Card,Mobile,Purchase,26-09-2022
CUST-199114,Prod_198114,Clothes,Paypal,Desktop,Addtocart,13-12-2021
CUST-199115,Prod_198115,Electronics,Visa Card,Desktop,Addtocart,05-11-2022
CUST-199116,Prod_198116,Beauty,Momo,Mobile,Addtocart,24-08-2021
CUST-199117,Prod_198117,Clothes,Paypal,Mobile,Addtocart,01-04-2024
CUST-199118,Prod_198118,Accessories,Visa Card,Mobile,Addtocart,25-11-2023
CUST-199119,Prod_198119,Books,Paypal,Mobile,Purchase,02-01-2020
CUST-199120,Prod_198120,Beauty,Visa Card,Desktop,Purchase,23-05-2021
CUST-199121,Prod_198121,Hardware,Visa Card,Desktop,Addtocart,31-12-2020
CUST-199122,Prod_198122,Furniture,Paypal,Desktop,Purchase,22-05-2024
CUST-199123,Prod_198123,Hardware,Visa Card,Desktop,Addtocart,22-03-2024
CUST-199124,Prod_198124,Electronics,Paypal,Desktop,Purchase,27-12-2022
CUST-199125,Prod_198125,Books,Paypal,Desktop,Addtocart,16-09-2020
CUST-199126,Prod_198126,Beauty,Visa Card,Desktop,Purchase,28-02-2021
CUST-199127,Prod_198127,Hardware,Momo,Desktop,Addtocart,02-03-2024
CUST-199128,Prod_198128,Furniture,Paypal,Desktop,Addtocart,21-12-2024
CUST-199129,Prod_198129,Accessories,Paypal,Mobile,Purchase,27-04-2022
CUST-199130,Prod_198130,Beauty,Visa Card,Mobile,Addtocart,08-06-2023
CUST-199131,Prod_198131,Furniture,Paypal,Mobile,Addtocart,25-11-2023
CUST-199132,Prod_198132,Hardware,Momo,Desktop,Addtocart,13-02-2023
CUST-199133,Prod_198133,Clothes,Visa Card,Desktop,Addtocart,20-05-2020
CUST-199134,Prod_198134,Beauty,Paypal,Mobile,Purchase,20-01-2023
CUST-199135,Prod_198135,Beauty,Paypal,Mobile,Purchase,09-01-2023
CUST-199136,Prod_198136,Hardware,Visa Card,Mobile,Purchase,10-12-2024
CUST-199137,Prod_198137,Hardware,Paypal,Mobile,Purchase,19-07-2022
CUST-199138,Prod_198138,Accessories,Visa Card,Mobile,Purchase,30-01-2023
CUST-199139,Prod_198139,Furniture,Visa Card,Mobile,Addtocart,14-02-2024
CUST-199140,Prod_198140,Books,Visa Card,Mobile,Addtocart,09-05-2021
CUST-199141,Prod_198141,Furniture,Paypal,Mobile,Addtocart,25-09-2024
CUST-199142,Prod_198142,Clothes,Visa Card,Mobile,Purchase,14-08-2020
CUST-199143,Prod_198143,Furniture,Momo,Mobile,Purchase,14-11-2024
CUST-199144,Prod_198144,Accessories,Paypal,Mobile,Addtocart,18-08-2023
CUST-199145,Prod_198145,Clothes,Momo,Desktop,Purchase,27-07-2022
CUST-199146,Prod_198146,Electronics,Visa Card,Desktop,Purchase,17-02-2022
CUST-199147,Prod_198147,Beauty,Visa Card,Desktop,Addtocart,11-12-2021
CUST-199148,Prod_198148,Hardware,Visa Card,Mobile,Purchase,19-02-2025
CUST-199149,Prod_198149,Books,Momo,Desktop,Purchase,13-03-2023
CUST-199150,Prod_198150,Accessories,Visa Card,Mobile,Addtocart,01-03-2022
CUST-199151,Prod_198151,Clothes,Visa Card,Desktop,Addtocart,26-04-2024
CUST-199152,Prod_198152,Clothes,Momo,Mobile,Addtocart,02-11-2023
CUST-199153,Prod_198153,Clothes,Momo,Desktop,Purchase,08-10-2020
CUST-199154,Prod_198154,Accessories,Momo,Desktop,Addtocart,30-09-2024
CUST-199155,Prod_198155,Accessories,Paypal,Mobile,Addtocart,21-02-2021
CUST-199156,Prod_198156,Electronics,Momo,Mobile,Purchase,13-12-2020
CUST-199157,Prod_198157,Furniture,Visa Card,Mobile,Purchase,01-11-2022
CUST-199158,Prod_198158,Hardware,Paypal,Mobile,Addtocart,21-07-2021
CUST-199159,Prod_198159,Electronics,Visa Card,Desktop,Addtocart,24-02-2025
CUST-199160,Prod_198160,Clothes,Visa Card,Desktop,Purchase,17-09-2023
CUST-199161,Prod_198161,Electronics,Visa Card,Mobile,Addtocart,25-06-2020
CUST-199162,Prod_198162,Books,Visa Card,Desktop,Purchase,01-05-2024
CUST-199163,Prod_198163,Accessories,Visa Card,Mobile,Addtocart,01-06-2021
CUST-199164,Prod_198164,Accessories,Paypal,Desktop,Purchase,21-07-2024
CUST-199165,Prod_198165,Books,Paypal,Mobile,Addtocart,03-04-2024
CUST-199166,Prod_198166,Books,Paypal,Mobile,Addtocart,05-12-2020
CUST-199167,Prod_198167,Clothes,Visa Card,Mobile,Purchase,19-09-2023
CUST-199168,Prod_198168,Clothes,Paypal,Mobile,Addtocart,01-01-2024
CUST-199169,Prod_198169,Clothes,Paypal,Mobile,Purchase,12-07-2022
CUST-199170,Prod_198170,Accessories,Momo,Desktop,Purchase,14-06-2020
CUST-199171,Prod_198171,Hardware,Visa Card,Mobile,Addtocart,08-12-2020
CUST-199172,Prod_198172,Hardware,Visa Card,Desktop,Purchase,10-07-2024
CUST-199173,Prod_198173,Clothes,Momo,Mobile,Addtocart,26-08-2024
CUST-199174,Prod_198174,Furniture,Visa Card,Desktop,Purchase,26-07-2023
CUST-199175,Prod_198175,Hardware,Visa Card,Desktop,Purchase,11-01-2025
CUST-199176,Prod_198176,Accessories,Visa Card,Mobile,Addtocart,08-08-2020
CUST-199177,Prod_198177,Hardware,Visa Card,Desktop,Addtocart,21-01-2021
CUST-199178,Prod_198178,Hardware,Momo,Mobile,Addtocart,23-07-2021
CUST-199179,Prod_198179,Accessories,Momo,Desktop,Addtocart,14-11-2024
CUST-199180,Prod_198180,Beauty,Momo,Desktop,Addtocart,10-09-2022
CUST-199181,Prod_198181,Accessories,Paypal,Mobile,Addtocart,16-07-2023
CUST-199182,Prod_198182,Furniture,Visa Card,Mobile,Purchase,25-05-2021
CUST-199183,Prod_198183,Beauty,Visa Card,Desktop,Addtocart,21-03-2025
CUST-199184,Prod_198184,Electronics,Paypal,Desktop,Addtocart,23-01-2023
CUST-199185,Prod_198185,Hardware,Momo,Desktop,Addtocart,31-12-2022
CUST-199186,Prod_198186,Beauty,Paypal,Mobile,Purchase,04-05-2023
CUST-199187,Prod_198187,Accessories,Visa Card,Desktop,Purchase,02-10-2024
CUST-199188,Prod_198188,Accessories,Paypal,Mobile,Addtocart,26-03-2025
CUST-199189,Prod_198189,Hardware,Visa Card,Mobile,Addtocart,25-01-2020
CUST-199190,Prod_198190,Accessories,Momo,Mobile,Purchase,25-01-2022
CUST-199191,Prod_198191,Books,Paypal,Desktop,Purchase,01-11-2020
CUST-199192,Prod_198192,Electronics,Visa Card,Mobile,Purchase,26-09-2023
CUST-199193,Prod_198193,Clothes,Visa Card,Mobile,Purchase,21-10-2020
CUST-199194,Prod_198194,Furniture,Paypal,Mobile,Purchase,19-04-2025
CUST-199195,Prod_198195,Beauty,Momo,Mobile,Addtocart,24-09-2024
CUST-199196,Prod_198196,Clothes,Visa Card,Desktop,Purchase,16-05-2020
CUST-199197,Prod_198197,Electronics,Paypal,Mobile,Purchase,28-11-2022
CUST-199198,Prod_198198,Hardware,Visa Card,Mobile,Addtocart,09-05-2020
CUST-199199,Prod_198199,Books,Momo,Desktop,Purchase,06-06-2022
CUST-199200,Prod_198200,Accessories,Visa Card,Desktop,Purchase,30-08-2023
CUST-199201,Prod_198201,Electronics,Momo,Desktop,Purchase,16-12-2022
CUST-199202,Prod_198202,Beauty,Paypal,Desktop,Addtocart,11-06-2020
CUST-199203,Prod_198203,Books,Paypal,Mobile,Purchase,30-03-2025
CUST-199204,Prod_198204,Furniture,Visa Card,Desktop,Addtocart,16-05-2024
CUST-199205,Prod_198205,Clothes,Visa Card,Desktop,Purchase,28-01-2024
CUST-199206,Prod_198206,Hardware,Momo,Mobile,Purchase,07-10-2020
CUST-199207,Prod_198207,Beauty,Paypal,Mobile,Addtocart,25-07-2023
CUST-199208,Prod_198208,Books,Visa Card,Mobile,Addtocart,29-12-2021
CUST-199209,Prod_198209,Accessories,Paypal,Mobile,Purchase,07-07-2020
CUST-199210,Prod_198210,Electronics,Paypal,Mobile,Addtocart,28-05-2021
CUST-199211,Prod_198211,Books,Visa Card,Mobile,Addtocart,02-12-2024
CUST-199212,Prod_198212,Hardware,Paypal,Mobile,Addtocart,15-01-2024
CUST-199213,Prod_198213,Accessories,Paypal,Mobile,Addtocart,22-11-2024
CUST-199214,Prod_198214,Beauty,Visa Card,Desktop,Addtocart,21-11-2023
CUST-199215,Prod_198215,Furniture,Visa Card,Mobile,Purchase,02-01-2024
CUST-199216,Prod_198216,Clothes,Paypal,Mobile,Purchase,24-01-2020
CUST-199217,Prod_198217,Accessories,Visa Card,Mobile,Purchase,26-03-2022
CUST-199218,Prod_198218,Clothes,Paypal,Desktop,Addtocart,18-11-2020
CUST-199219,Prod_198219,Hardware,Paypal,Desktop,Purchase,07-10-2022
CUST-199220,Prod_198220,Electronics,Visa Card,Desktop,Addtocart,03-02-2024
CUST-199221,Prod_198221,Accessories,Momo,Mobile,Addtocart,26-06-2022
CUST-199222,Prod_198222,Clothes,Paypal,Mobile,Purchase,19-11-2020
CUST-199223,Prod_198223,Furniture,Visa Card,Desktop,Addtocart,16-10-2021
CUST-199224,Prod_198224,Hardware,Momo,Mobile,Addtocart,04-02-2020
CUST-199225,Prod_198225,Books,Paypal,Mobile,Addtocart,06-03-2023
CUST-199226,Prod_198226,Electronics,Visa Card,Mobile,Addtocart,11-11-2020
CUST-199227,Prod_198227,Furniture,Paypal,Desktop,Addtocart,29-07-2021
CUST-199228,Prod_198228,Electronics,Momo,Desktop,Addtocart,25-02-2021
CUST-199229,Prod_198229,Accessories,Momo,Mobile,Addtocart,19-09-2021
CUST-199230,Prod_198230,Furniture,Paypal,Mobile,Addtocart,04-10-2021
CUST-199231,Prod_198231,Hardware,Momo,Mobile,Addtocart,18-03-2020
CUST-199232,Prod_198232,Clothes,Paypal,Mobile,Addtocart,10-02-2025
CUST-199233,Prod_198233,Accessories,Momo,Mobile,Purchase,19-08-2023
CUST-199234,Prod_198234,Beauty,Paypal,Mobile,Addtocart,01-02-2023
CUST-199235,Prod_198235,Electronics,Paypal,Desktop,Purchase,16-04-2025
CUST-199236,Prod_198236,Furniture,Visa Card,Mobile,Purchase,06-11-2020
CUST-199237,Prod_198237,Beauty,Momo,Mobile,Purchase,10-04-2021
CUST-199238,Prod_198238,Furniture,Momo,Desktop,Purchase,07-06-2021
CUST-199239,Prod_198239,Beauty,Momo,Mobile,Addtocart,20-03-2024
CUST-199240,Prod_198240,Electronics,Momo,Mobile,Addtocart,17-08-2024
CUST-199241,Prod_198241,Books,Paypal,Desktop,Purchase,17-07-2024
CUST-199242,Prod_198242,Electronics,Paypal,Desktop,Purchase,16-09-2023
CUST-199243,Prod_198243,Clothes,Momo,Desktop,Addtocart,17-04-2021
CUST-199244,Prod_198244,Books,Momo,Desktop,Purchase,23-04-2021
CUST-199245,Prod_198245,Electronics,Paypal,Desktop,Purchase,29-04-2022
CUST-199246,Prod_198246,Furniture,Visa Card,Mobile,Addtocart,13-06-2024
CUST-199247,Prod_198247,Hardware,Paypal,Mobile,Addtocart,30-03-2025
CUST-199248,Prod_198248,Accessories,Visa Card,Mobile,Addtocart,02-05-2023
CUST-199249,Prod_198249,Clothes,Momo,Mobile,Purchase,09-05-2022
CUST-199250,Prod_198250,Beauty,Paypal,Mobile,Purchase,31-01-2022
CUST-199251,Prod_198251,Hardware,Visa Card,Desktop,Addtocart,30-06-2024
CUST-199252,Prod_198252,Electronics,Visa Card,Mobile,Purchase,05-05-2021
CUST-199253,Prod_198253,Clothes,Paypal,Desktop,Purchase,19-08-2024
CUST-199254,Prod_198254,Books,Paypal,Mobile,Addtocart,01-04-2024
CUST-199255,Prod_198255,Hardware,Momo,Desktop,Addtocart,16-10-2021
CUST-199256,Prod_198256,Furniture,Visa Card,Mobile,Addtocart,17-12-2021
CUST-199257,Prod_198257,Electronics,Paypal,Mobile,Addtocart,16-04-2021
CUST-199258,Prod_198258,Clothes,Paypal,Desktop,Addtocart,29-05-2022
CUST-199259,Prod_198259,Electronics,Paypal,Mobile,Purchase,31-01-2020
CUST-199260,Prod_198260,Accessories,Momo,Mobile,Addtocart,12-08-2021
CUST-199261,Prod_198261,Beauty,Momo,Mobile,Addtocart,20-11-2020
CUST-199262,Prod_198262,Furniture,Momo,Desktop,Addtocart,29-03-2020
CUST-199263,Prod_198263,Accessories,Paypal,Desktop,Addtocart,05-06-2024
CUST-199264,Prod_198264,Accessories,Visa Card,Desktop,Addtocart,29-06-2022
CUST-199265,Prod_198265,Clothes,Visa Card,Mobile,Addtocart,19-02-2020
CUST-199266,Prod_198266,Furniture,Paypal,Desktop,Addtocart,03-07-2022
CUST-199267,Prod_198267,Electronics,Momo,Desktop,Purchase,27-06-2024
CUST-199268,Prod_198268,Electronics,Momo,Desktop,Addtocart,14-08-2022
CUST-199269,Prod_198269,Accessories,Momo,Mobile,Addtocart,07-09-2023
CUST-199270,Prod_198270,Accessories,Paypal,Mobile,Purchase,10-05-2022
CUST-199271,Prod_198271,Electronics,Visa Card,Mobile,Addtocart,24-11-2020
CUST-199272,Prod_198272,Hardware,Paypal,Mobile,Purchase,19-10-2021
CUST-199273,Prod_198273,Beauty,Paypal,Desktop,Addtocart,14-08-2023
CUST-199274,Prod_198274,Accessories,Paypal,Desktop,Addtocart,13-09-2024
CUST-199275,Prod_198275,Books,Momo,Mobile,Addtocart,11-07-2022
CUST-199276,Prod_198276,Clothes,Visa Card,Desktop,Addtocart,05-09-2020
CUST-199277,Prod_198277,Electronics,Visa Card,Desktop,Addtocart,12-01-2022
CUST-199278,Prod_198278,Furniture,Momo,Mobile,Purchase,30-08-2024
CUST-199279,Prod_198279,Beauty,Momo,Mobile,Addtocart,19-02-2025
CUST-199280,Prod_198280,Clothes,Paypal,Desktop,Purchase,29-11-2023
CUST-199281,Prod_198281,Furniture,Paypal,Desktop,Purchase,13-11-2020
CUST-199282,Prod_198282,Beauty,Visa Card,Mobile,Addtocart,26-07-2022
CUST-199283,Prod_198283,Clothes,Momo,Desktop,Addtocart,20-04-2025
CUST-199284,Prod_198284,Electronics,Momo,Mobile,Addtocart,07-09-2023
CUST-199285,Prod_198285,Furniture,Momo,Desktop,Addtocart,15-02-2023
CUST-199286,Prod_198286,Furniture,Momo,Desktop,Purchase,05-02-2021
CUST-199287,Prod_198287,Furniture,Momo,Desktop,Addtocart,20-04-2020
CUST-199288,Prod_198288,Furniture,Momo,Mobile,Purchase,07-05-2023
CUST-199289,Prod_198289,Books,Paypal,Mobile,Purchase,15-06-2021
CUST-199290,Prod_198290,Hardware,Paypal,Desktop,Addtocart,28-04-2022
CUST-199291,Prod_198291,Furniture,Paypal,Desktop,Addtocart,04-04-2021
CUST-199292,Prod_198292,Electronics,Momo,Mobile,Addtocart,08-08-2021
CUST-199293,Prod_198293,Clothes,Visa Card,Desktop,Purchase,17-08-2024
CUST-199294,Prod_198294,Electronics,Momo,Desktop,Purchase,02-02-2020
CUST-199295,Prod_198295,Electronics,Momo,Mobile,Purchase,19-11-2020
CUST-199296,Prod_198296,Accessories,Momo,Desktop,Addtocart,13-07-2023
CUST-199297,Prod_198297,Hardware,Momo,Desktop,Addtocart,16-11-2021
CUST-199298,Prod_198298,Clothes,Paypal,Desktop,Addtocart,03-01-2024
CUST-199299,Prod_198299,Electronics,Momo,Mobile,Addtocart,02-02-2022
CUST-199300,Prod_198300,Clothes,Paypal,Mobile,Addtocart,20-01-2024
CUST-199301,Prod_198301,Clothes,Momo,Desktop,Addtocart,25-05-2021
CUST-199302,Prod_198302,Hardware,Visa Card,Mobile,Addtocart,04-08-2021
CUST-199303,Prod_198303,Books,Momo,Desktop,Addtocart,29-03-2020
CUST-199304,Prod_198304,Electronics,Paypal,Desktop,Addtocart,23-12-2022
CUST-199305,Prod_198305,Furniture,Momo,Mobile,Purchase,14-03-2022
CUST-199306,Prod_198306,Electronics,Momo,Desktop,Addtocart,01-10-2022
CUST-199307,Prod_198307,Beauty,Visa Card,Desktop,Addtocart,05-09-2021
CUST-199308,Prod_198308,Furniture,Momo,Desktop,Purchase,09-08-2023
CUST-199309,Prod_198309,Electronics,Paypal,Mobile,Addtocart,08-10-2022
CUST-199310,Prod_198310,Electronics,Visa Card,Mobile,Addtocart,06-12-2024
CUST-199311,Prod_198311,Furniture,Visa Card,Mobile,Purchase,06-05-2021
CUST-199312,Prod_198312,Hardware,Paypal,Desktop,Addtocart,15-01-2025
CUST-199313,Prod_198313,Beauty,Paypal,Desktop,Purchase,11-06-2021
CUST-199314,Prod_198314,Hardware,Visa Card,Mobile,Addtocart,24-03-2023
CUST-199315,Prod_198315,Books,Paypal,Desktop,Addtocart,09-10-2022
CUST-199316,Prod_198316,Hardware,Visa Card,Desktop,Addtocart,19-10-2020
CUST-199317,Prod_198317,Books,Paypal,Mobile,Purchase,07-03-2022
CUST-199318,Prod_198318,Accessories,Paypal,Desktop,Addtocart,07-07-2023
CUST-199319,Prod_198319,Beauty,Visa Card,Mobile,Addtocart,04-12-2020
CUST-199320,Prod_198320,Hardware,Paypal,Desktop,Addtocart,24-03-2020
CUST-199321,Prod_198321,Clothes,Visa Card,Mobile,Purchase,30-09-2020
CUST-199322,Prod_198322,Furniture,Momo,Desktop,Addtocart,08-11-2020
CUST-199323,Prod_198323,Accessories,Paypal,Desktop,Purchase,12-11-2022
CUST-199324,Prod_198324,Books,Visa Card,Mobile,Purchase,20-05-2023
CUST-199325,Prod_198325,Electronics,Visa Card,Desktop,Addtocart,12-10-2024
CUST-199326,Prod_198326,Books,Visa Card,Mobile,Purchase,21-02-2025
CUST-199327,Prod_198327,Books,Visa Card,Mobile,Addtocart,10-12-2023
CUST-199328,Prod_198328,Hardware,Momo,Mobile,Addtocart,18-09-2024
CUST-199329,Prod_198329,Accessories,Paypal,Desktop,Addtocart,22-03-2023
CUST-199330,Prod_198330,Books,Paypal,Desktop,Purchase,27-11-2022
CUST-199331,Prod_198331,Beauty,Visa Card,Mobile,Purchase,03-12-2023
CUST-199332,Prod_198332,Hardware,Momo,Desktop,Purchase,03-02-2022
CUST-199333,Prod_198333,Electronics,Paypal,Desktop,Addtocart,05-08-2022
CUST-199334,Prod_198334,Books,Paypal,Desktop,Purchase,01-03-2024
CUST-199335,Prod_198335,Hardware,Visa Card,Mobile,Addtocart,09-02-2024
CUST-199336,Prod_198336,Beauty,Momo,Desktop,Purchase,27-11-2024
CUST-199337,Prod_198337,Electronics,Paypal,Desktop,Addtocart,20-03-2021
CUST-199338,Prod_198338,Clothes,Visa Card,Mobile,Addtocart,11-11-2021
CUST-199339,Prod_198339,Hardware,Paypal,Desktop,Purchase,19-04-2022
CUST-199340,Prod_198340,Books,Visa Card,Desktop,Purchase,12-06-2020
CUST-199341,Prod_198341,Books,Momo,Desktop,Addtocart,14-10-2021
CUST-199342,Prod_198342,Books,Paypal,Desktop,Purchase,28-01-2021
CUST-199343,Prod_198343,Accessories,Visa Card,Mobile,Purchase,15-09-2022
CUST-199344,Prod_198344,Books,Visa Card,Desktop,Addtocart,04-02-2022
CUST-199345,Prod_198345,Hardware,Paypal,Desktop,Purchase,07-11-2023
CUST-199346,Prod_198346,Furniture,Paypal,Mobile,Addtocart,17-11-2020
CUST-199347,Prod_198347,Accessories,Paypal,Mobile,Purchase,16-01-2023
CUST-199348,Prod_198348,Furniture,Momo,Desktop,Addtocart,28-12-2021
CUST-199349,Prod_198349,Clothes,Paypal,Desktop,Addtocart,19-10-2023
CUST-199350,Prod_198350,Books,Momo,Mobile,Purchase,06-08-2024
CUST-199351,Prod_198351,Hardware,Visa Card,Desktop,Purchase,06-12-2020
CUST-199352,Prod_198352,Hardware,Visa Card,Mobile,Purchase,14-06-2023
CUST-199353,Prod_198353,Electronics,Momo,Desktop,Purchase,02-01-2020
CUST-199354,Prod_198354,Accessories,Momo,Desktop,Purchase,30-03-2025
CUST-199355,Prod_198355,Hardware,Momo,Desktop,Addtocart,28-07-2020
CUST-199356,Prod_198356,Accessories,Visa Card,Desktop,Addtocart,04-04-2021
CUST-199357,Prod_198357,Hardware,Momo,Desktop,Purchase,01-10-2023
CUST-199358,Prod_198358,Hardware,Visa Card,Mobile,Addtocart,10-09-2023
CUST-199359,Prod_198359,Electronics,Paypal,Mobile,Addtocart,12-01-2020
CUST-199360,Prod_198360,Electronics,Momo,Desktop,Addtocart,26-02-2022
CUST-199361,Prod_198361,Hardware,Paypal,Mobile,Addtocart,16-10-2022
CUST-199362,Prod_198362,Furniture,Visa Card,Desktop,Addtocart,20-03-2021
CUST-199363,Prod_198363,Hardware,Paypal,Mobile,Purchase,26-04-2023
CUST-199364,Prod_198364,Beauty,Momo,Mobile,Purchase,28-08-2024
CUST-199365,Prod_198365,Books,Visa Card,Desktop,Purchase,23-02-2020
CUST-199366,Prod_198366,Furniture,Momo,Desktop,Addtocart,02-01-2023
CUST-199367,Prod_198367,Accessories,Visa Card,Desktop,Purchase,27-01-2025
CUST-199368,Prod_198368,Hardware,Paypal,Desktop,Purchase,30-07-2020
CUST-199369,Prod_198369,Beauty,Visa Card,Mobile,Purchase,19-01-2024
CUST-199370,Prod_198370,Beauty,Momo,Mobile,Purchase,29-11-2023
CUST-199371,Prod_198371,Electronics,Visa Card,Desktop,Purchase,04-01-2024
CUST-199372,Prod_198372,Beauty,Momo,Desktop,Addtocart,10-05-2020
CUST-199373,Prod_198373,Electronics,Momo,Desktop,Purchase,17-06-2021
CUST-199374,Prod_198374,Hardware,Momo,Mobile,Purchase,28-05-2020
CUST-199375,Prod_198375,Hardware,Momo,Desktop,Addtocart,06-04-2025
CUST-199376,Prod_198376,Electronics,Visa Card,Desktop,Addtocart,13-10-2020
CUST-199377,Prod_198377,Accessories,Visa Card,Mobile,Purchase,12-05-2021
CUST-199378,Prod_198378,Books,Momo,Desktop,Purchase,21-03-2025
CUST-199379,Prod_198379,Clothes,Paypal,Desktop,Addtocart,09-11-2024
CUST-199380,Prod_198380,Books,Momo,Mobile,Purchase,20-07-2021
CUST-199381,Prod_198381,Furniture,Momo,Desktop,Purchase,13-06-2020
CUST-199382,Prod_198382,Furniture,Momo,Desktop,Addtocart,04-11-2024
CUST-199383,Prod_198383,Electronics,Visa Card,Desktop,Purchase,17-08-2024
CUST-199384,Prod_198384,Electronics,Visa Card,Mobile,Purchase,21-05-2023
CUST-199385,Prod_198385,Hardware,Visa Card,Mobile,Purchase,14-07-2024
CUST-199386,Prod_198386,Electronics,Paypal,Mobile,Purchase,21-06-2020
CUST-199387,Prod_198387,Beauty,Paypal,Mobile,Addtocart,05-03-2023
CUST-199388,Prod_198388,Books,Momo,Mobile,Purchase,20-03-2025
